Title;Rank
Arquivos Brasileiros de Psicologia;22705
Atherosclerosis: X;22706
Avant;22707
Bulletin de l'Institut Scientifique, Section Sciences de la Terre;22708
Cadmo;22709
Chinese Journal of Orthopaedics;22710
Cliniques Mediterraneennes;22711
Cyprus Review;22712
Dentistry 3000;22713
Derrida Today;22714
East European Journal of Physics;22715
Economia Aplicada;22716
Egyptian Journal of Archaeological and Restoration Studies;22717
English Scholarship Beyond Borders;22718
Gulhane Medical Journal;22719
Hirurgia Pozvonochnika;22720
Hrvatske Vode;22721
Indonesian Aquaculture Journal;22722
International Journal of Power Electronics;22723
Iranian Journal of Nuclear Medicine;22724
Izvestiya Vysshikh Uchebnykh Zavedenii, Seriya Teknologiya Tekstil'noi Promyshlennosti;22725
Jahrbuch fur Wirtschaftsgeschichte;22726
Journal of Acute Medicine;22727
Journal of Band Research;22728
Journal of Child Science;22729
Journal of Early Modern History;22730
Journal of Pharmaceutical Negative Results;22731
Journal of Surgical Case Reports;22732
Journal of the Indian Chemical Society;22733
KGK Kautschuk Gummi Kunststoffe;22734
Learning and Teaching in Higher Education: Gulf Perspectives;22735
LUNDQUA Thesis - Lund University, Department of Quarternary Geology;22736
Manchester Journal of International Economic Law;22737
Modern Food Science and Technology;22738
Modern Language Review;22739
Muzikoloski Zbornik;22740
Natural History Sciences;22741
Nauchno-Prakticheskaya Revmatologiya;22742
New directions for student leadership;22743
Novosibirsk State Pedagogical University Bulletin;22744
Organisational and Social Dynamics;22745
Oxford University Commonwealth Law Journal;22746
Plaridel;22747
Plastic Surgery and Aesthetic Medicine;22748
Proceedings of the ICE - Engineering History and Heritage;22749
Progresos en Obstetricia y Ginecologia;22750
Progress in Respiratory Research;22751
Revista Baiana de Enfermagem;22752
Revista Notas Historicas y Geograficas;22753
Southeast Asian Journal of Tropical Medicine and Public Health;22754
Sprache Stimme Gehor;22755
Studies in Applied Electromagnetics and Mechanics;22756
T'oung Pao;22757
Tropical Journal of Natural Product Research;22758
Turkish Journal of Endocrinology and Metabolism;22759
Wuhan Ligong Daxue Xuebao (Jiaotong Kexue Yu Gongcheng Ban)/Journal of Wuhan University of Technology (Transportation Science and Engineering);22760
Zdravstveni Vestnik;22761
Zhurnal Mikrobiologii Epidemiologii i Immunobiologii;22762
ACRN Journal of Finance and Risk Perspectives;22763
Acta Medica Philippina;22764
Acta Veterinaria Brasilica;22765
Anaesthesia, Pain and Intensive Care;22766
Anestezi Dergisi;22767
Australian Journal of Mathematical Analysis and Applications;22768
Azerbaijan Chemical Journal;22769
Bajo Palabra;22770
Boletin de Estadistica e Investigacion Operativa;22771
Building and Landscapes;22772
Cahiers de Nutrition et de Dietetique;22773
Corrosion Science and Protection Technology;22774
Cumhuriyet Ilahiyat Dergisi;22775
Drug Development and Delivery;22776
Drugs of the Future;22777
Empedocles;22778
Enfances, Familles, Generations;22779
Ericsson Review (English Edition);22780
European Journal of Theology;22781
European Journal of Translational and Clinical Medicine;22782
Fatigue of Aircraft Structures;22783
Filosoficky Casopis;22784
Gaofenzi Cailiao Kexue Yu Gongcheng/Polymeric Materials Science and Engineering;22785
Geografski Vestnik;22786
Georgian medical news;22787
Great Plains Research;22788
Historia;22789
Iluminace;22790
International Journal of Education Economics and Development;22791
Iranian Journal of Physics Research;22792
Japanese Journal of Hygiene;22793
Journal of Aesthetics and Culture;22794
Journal of Food Science and Technology (China);22795
Journal of Mediterranean Studies;22796
Journal of Morphological Sciences;22797
Journal of Pakistan Association of Dermatologists;22798
Journal of Sciences, Islamic Republic of Iran;22799
Klimik Dergisi;22800
Medical Science Technology;22801
Mentalhigiene es Pszichoszomatika;22802
Microwave Journal;22803
Neuropsychiatria i Neuropsychologia;22804
Neuroscience Research Notes;22805
Online Journal of Animal and Feed Research;22806
Orientalia Christiana Periodica;22807
Parergon;22808
Perinola;22809
Recherche en soins infirmiers;22810
Recherches de Theologie et Philosophie Medievales;22811
Reinardus;22812
Sangyo eiseigaku zasshi = Journal of occupational health;22813
SARE;22814
Scientific Journal of Kurdistan University of Medical Sciences;22815
Scientific Mining Journal;22816
Shengwu Yixue Gongchengxue Zazhi/Journal of Biomedical Engineering;22817
Spektrum der Augenheilkunde;22818
Studies in American Indian Literatures;22819
Suranaree Journal of Science and Technology;22820
Surgical and Cosmetic Dermatology;22821
Synergies Algerie;22822
Synthesis Lectures on Engineering;22823
Tropical Agriculture;22824
Virittaja;22825
Voprosy Psikhologii;22826
Africa Development/Afrique et Developpement;22827
Altre Modernita;22828
Anglica;22829
Apuntes;22830
Archaeologia Bulgarica;22831
Archivos de Cardiologia de Mexico;22832
Arthuriana;22833
Asian Case Research Journal;22834
Atalanta;22835
Berichte. Geographie und Landeskunde;22836
Berichte zur Wissenschaftsgeschichte;22837
Black Scholar;22838
Catholic University Law Review;22839
Central European Journal of Sport Sciences and Medicine;22840
Chinese Journal of Medical Genetics;22841
Chinese Journal of Network and Information Security;22842
Culture and History Digital Journal;22843
Daphnis;22844
Druzboslovne Razprave;22845
East Central and Eastern Europe in the Middle Ages, 450-1450;22846
East Central Europe;22847
Economic Horizons;22848
European Neurological Review;22849
Frontiers of Health Services Management;22850
Gender Studies;22851
GeoPlanet: Earth and Planetary Sciences;22852
Historicka Demografie;22853
Imago - Revista de Emblematica y Cultura Visual;22854
Indian Journal of Computer Science and Engineering;22855
Interiors: Design, Architecture, Culture;22856
International Journal of Gastrointestinal Intervention;22857
International Journal of Pharmaceutical Compounding;22858
International Journal of Revenue Management;22859
Journal of American-East Asian Relations;22860
Journal of Applied and Natural Science;22861
Journal of Contemporary Chinese Art;22862
Journal of Dharma;22863
Journal of Educational Media, Memory, and Society;22864
Journal of Emergency Medicine, Trauma and Acute Care;22865
Journal of Fiber Bioengineering and Informatics;22866
Journal of Health Science and Medical Research;22867
Journal of Religion in Japan;22868
Journal of Teaching English for Specific and Academic Purposes;22869
Journal of the International Society for Southeast Asian Agricultural Sciences;22870
Konsthistorisk Tidskrift;22871
Langue Francaise;22872
Lengua y Habla;22873
Magyar Onkologia;22874
Mathematical Foundations of Computing;22875
Medicus;22876
Nervenheilkunde;22877
Onati Socio-Legal Series;22878
Organophosphorus Chemistry;22879
Pensee Plurielle;22880
Poincare Journal of Analysis and Applications;22881
Przeglad Strategiczny;22882
Religious Studies and Theology;22883
Revista Brasileira de Biometria;22884
Revista Brasileira de Oftalmologia;22885
Revista Criminalidad;22886
Revista Cubana de Plantas Medicinales;22887
Revista de Economia Institucional;22888
Revista de Historiografia;22889
Revista de Investigacion en Educacion;22890
Revue d'Histoire Moderne et Contemporaine;22891
Science Fiction Film and Television;22892
Signa;22893
Silva Gabreta;22894
Sklifosovsky Journal Emergency Medical Care;22895
Socijalna Ekologija;22896
Spectroscopy Europe;22897
Studies in Eastern European Cinema;22898
Synergies Turquie;22899
Tec Empresarial;22900
Teorie Vedy/ Theory of Science;22901
Theatre Journal;22902
Thermology International;22903
Twentieth Century Literature;22904
Tyche;22905
VacciMonitor;22906
Water and Energy International;22907
Wiadomosci Lekarskie;22908
Zeitschrift fur Evaluation;22909
Zhurnal Vysshei Nervnoi Deyatelnosti Imeni I.P. Pavlova;22910
African Diaspora;22911
Angiologia;22912
Anthropology and Humanism;22913
Aramaic Studies;22914
Archives of the Balkan Medical Union;22915
Astronomical and Astrophysical Transactions;22916
Brill's Studies in Language, Cognition and Culture;22917
British Journal of Medical Practitioners;22918
Bulletin of the Kanagawa Prefectural Museum, Natural Science;22919
Chinese Journal of Clinical Infectious Diseases;22920
Chinese Journal of Ultrasonography;22921
Chiropractic Journal of Australia;22922
Contributions to the History of Concepts;22923
Cultura. International Journal of Philosophy of Culture and Axiology;22924
Dialogue and Universalism;22925
Durkheimian Studies;22926
East Asian Publishing and Society;22927
FOG - Freiberg Online Geoscience;22928
Gastroenterology Insights;22929
Geologica Balcanica;22930
Global Journal of Comparative Law;22931
Gongneng Cailiao/Journal of Functional Materials;22932
Haser;22933
Horizons;22934
Humanities, Arts and Social Sciences Studies;22935
Human Pathology: Case Reports;22936
IEEE International Professional Communication Conference;22937
International Journal of COMADEM;22938
International Journal of Infertility and Fetal Medicine;22939
Iranian Heart Journal;22940
Islam - Zeitschrift fur Geschichte und Kultur des Islamischen Orients;22941
Journal and Proceedings - Royal Society of New South Wales;22942
Journal for Advancement of Marketing Education;22943
Journal for Maritime Research;22944
Journal of Beijing Institute of Technology (English Edition);22945
Journal of clinical and experimental hematopathology : JCEH;22946
Journal of Cultural Marketing Strategy;22947
Journal of Ecclesiastical History;22948
Journal of Integrated Circuits and Systems;22949
Journal of Religion;22950
Journal of Science and Technology of the Arts;22951
Journal of the History of Ideas;22952
Journal of Tropical Biodiversity and Biotechnology;22953
Journal of Uncertain Systems;22954
Kervan;22955
Latin American Journal of Pharmacy;22956
Law Library Journal;22957
Leather and Footwear Journal;22958
Lexicography;22959
Logos (Netherlands);22960
Managed Care;22961
Media and Jornalismo;22962
Medical Journal of Bakirkoy;22963
Mikrobiolohichnyi Zhurnal;22964
Novyj Istoriceskij Vestnik;22965
Oftalmologiya;22966
Onkourologiya;22967
Orientation Scolaire et Professionnelle;22968
Pakistan Development Review;22969
QED;22970
Reformation;22971
Revista Canadiense de Estudios Hispanicos;22972
Revista Catalana d'Ornitologia;22973
Revista de la Sociedad Espanola del Dolor;22974
Revista Espanola de Cardiologia Suplementos;22975
Revista Facultad de Medicina;22976
Revue Internationale de Droit Economique;22977
Russkii Zhunal Detskoi Nevrologii;22978
Sante Mentale au Quebec;22979
Sibirica;22980
Statistica e Applicazioni;22981
Theatre Research in Canada-Recherches Theatrales au Canada;22982
Tijdschrift voor Communicatiewetenschap;22983
University of Toronto Medical Journal;22984
Women's Studies;22985
Yerbilimleri/ Earth Sciences;22986
Zeitschrift fur Praktische Philosophie;22987
Activitas Nervosa Superior;22988
Adolescent Medicine: State of the Art Reviews;22989
Adverse Drug Reaction Bulletin;22990
Aktuelle Dermatologie;22991
Alpha;22992
Anales de Arqueologia Cordobesa;22993
Analiza i Egzystencja;22994
Anthropologie (Czech Republic);22995
Arenal;22996
Astronomy and Geophysics;22997
Athenaeum;22998
Australian Literary Studies;22999
Bangladesh Journal of Obstetrics and Gynecology;23000
Biomedical and Biopharmaceutical Research;23001
British Catholic History;23002
Bulletin of Siberian Medicine;23003
Computational and Experimental Methods in Structures;23004
Configurations;23005
Educational Leadership;23006
Eidos: A Journal for Philosophy of Culture;23007
English Studies in Africa;23008
Futuribles: Analyse et Prospective;23009
Gematologiya i Transfuziologiya;23010
Geneesmiddelenbulletin;23011
Govaresh;23012
Hispania Sacra;23013
Infrastructure Asset Management;23014
Insecta Matsumurana;23015
Insuficiencia Cardiaca;23016
International Journal of Korean History;23017
International Journal on Disability and Human Development;23018
