Title;Country;Region
Progress in Reaction Kinetics and Mechanism;United Kingdom;Western Europe
Pteridines;United Kingdom;Western Europe
Revista Colombiana de Entomologia;Colombia;Latin America
Revista Tradumatica;Spain;Western Europe
Sahand Communications in Mathematical Analysis;Iran;Middle East
Scando-Slavica;United Kingdom;Western Europe
Scientia Geologica Sinica;China;Asiatic Region
Skinmed;United States;Northern America
Studia Islamika;Indonesia;Asiatic Region
Thaiszia Journal of Botany;Slovakia;Eastern Europe
Urology Case Reports;United States;Northern America
Vjesnik Bibliotekara Hrvatske;Croatia;Eastern Europe
Acta Comportamentalia;Mexico;Latin America
AICCM Bulletin;United Kingdom;Western Europe
Archivum Mathematicum;Czech Republic;Eastern Europe
Arid Zone Research;China;Asiatic Region
Asian Journal of Comparative Politics;United Kingdom;Western Europe
Asian Journal of Plant Sciences;Pakistan;Asiatic Region
Asian Journal of Water, Environment and Pollution;Netherlands;Western Europe
Chuan Bo Li Xue/Journal of Ship Mechanics;China;Asiatic Region
Communications on Stochastic Analysis;India;Asiatic Region
Computer Aided Chemical Engineering;Netherlands;Western Europe
Dongnan Daxue Xuebao (Ziran Kexue Ban)/Journal of Southeast University (Natural Science Edition);China;Asiatic Region
ECTI Transactions on Electrical Engineering, Electronics, and Communications;Thailand;Asiatic Region
Educational Practice and Theory;Australia;Pacific Region
Eighteenth-Century Fiction;Canada;Northern America
Electronic Journal of Business Research Methods;United Kingdom;Western Europe
Environment and Ecology Research;United States;Northern America
Fashion, Style and Popular Culture;United Kingdom;Western Europe
Foundation Review;United States;Northern America
HAYATI Journal of Biosciences;Indonesia;Asiatic Region
Helia;Serbia;Eastern Europe
Hispania Nova;Spain;Western Europe
Hongwai Yu Haomibo Xuebao/Journal of Infrared and Millimeter Waves;China;Asiatic Region
Human Factors and Mechanical Engineering for Defense and Safety;Singapore;Asiatic Region
Indian Journal of Natural Products and Resources;India;Asiatic Region
Informatik-Spektrum;Germany;Western Europe
International Journal of Christianity and Education;United Kingdom;Western Europe
International Journal of Computational Materials Science and Surface Engineering;United Kingdom;Western Europe
International Journal of Food Design;United Kingdom;Western Europe
International Journal on Technical and Physical Problems of Engineering;Romania;Eastern Europe
Journal of Accessibility and Design for All;Spain;Western Europe
Journal of Endovascular Resuscitation and Trauma Management;Sweden;Western Europe
Journal of Financial Regulation and Compliance;United Kingdom;Western Europe
Journal of Mekong Societies;Thailand;Asiatic Region
Journal of Public Deliberation;United States;Northern America
Journal of Sociology and Social Welfare;United States;Northern America
Malaysian Family Physician;Malaysia;Asiatic Region
Molecular Biology;United States;Northern America
Nanjing Hangkong Hangtian Daxue Xuebao/Journal of Nanjing University of Aeronautics and Astronautics;China;Asiatic Region
Nanoscience and Nanotechnology - Asia;United Arab Emirates;Middle East
Nordic Journal of Linguistics;United Kingdom;Western Europe
North Korean Review;United States;Northern America
Open Neurology Journal;Netherlands;Western Europe
Pedagogia Social;Spain;Western Europe
Phenomenology and Mind;Italy;Western Europe
Philosophies;Switzerland;Western Europe
Psicologia em Estudo;Brazil;Latin America
Rassegna Italiana di Sociologia;Italy;Western Europe
Religion and Education;United Kingdom;Western Europe
Revista Catalana de Dret Ambiental;Spain;Western Europe
Romanian Journal of Acoustics and Vibration;Romania;Eastern Europe
Science of Tsunami Hazards;United States;Northern America
SEG Technical Program Expanded Abstracts;United States;Northern America
Social Work and Social Sciences Review;United Kingdom;Western Europe
South African Journal for Research in Sport, Physical Education and Recreation;South Africa;Africa
Studia Paedagogica;Czech Republic;Eastern Europe
Sudebno-Meditsinskaya Ekspertisa;Russian Federation;Eastern Europe
Tumu yu Huanjing Gongcheng Xuebao/Journal of Civil and Environmental Engineering;China;Asiatic Region
Yejin Fenxi/Metallurgical Analysis;China;Asiatic Region
Zolotoordynskoe Obozrenie;Russian Federation;Eastern Europe
Acta Stomatologica Naissi;Serbia;Eastern Europe
Advances in Rehabilitation;Poland;Eastern Europe
All Azimuth;Turkey;Middle East
American Journalism;United Kingdom;Western Europe
Annales de Dermatologie et de Venereologie;France;Western Europe
ASHRAE Journal;United States;Northern America
Asian Economic and Financial Review;Pakistan;Asiatic Region
Australian Journal of Language and Literacy;Australia;Pacific Region
Bauphysik;United Kingdom;Western Europe
Communications in Science and Technology;Indonesia;Asiatic Region
Comunicazione Politica;Italy;Western Europe
Danube;Germany;Western Europe
Discontinuity, Nonlinearity, and Complexity;United States;Northern America
DLSU Business and Economics Review;Philippines;Asiatic Region
Egyptian Journal of Radiology and Nuclear Medicine;Egypt;Africa/Middle East
European Competition Journal;United Kingdom;Western Europe
Folklor/Edebiyat;Cyprus;Western Europe
Genetika;Serbia;Eastern Europe
Harvard Papers in Botany;United States;Northern America
Indian Journal of Surgical Oncology;India;Asiatic Region
International Journal of Applied Psychoanalytic Studies;United States;Northern America
International Journal of Industrial Engineering and Production Research;Iran;Middle East
International Journal of Knowledge-Based Development;Switzerland;Western Europe
International Shipbuilding Progress;Netherlands;Western Europe
Jazykovedny Casopis;Slovakia;Eastern Europe
Journal of Botany;United States;Northern America
Journal of Conchology;United Kingdom;Western Europe
Journal of Krishna Institute of Medical Sciences University;India;Asiatic Region
Journal of Planning History;United States;Northern America
Journal of Ultrasonography;Poland;Eastern Europe
Journal of Urban Culture Research;Thailand;Asiatic Region
Lingue e Linguaggio;Italy;Western Europe
Minerva Biotecnologica;Italy;Western Europe
Nonautonomous Dynamical Systems;Germany;Western Europe
Organization Development Journal;United States;Northern America
Ornitologia Neotropical;United States;Northern America
Physiotherapy Practice and Research;Netherlands;Western Europe
Popular Music and Society;United Kingdom;Western Europe
Puerto Rico Health Sciences Journal;Puerto Rico;Latin America
Rendiconti Online Societa Geologica Italiana;Italy;Western Europe
Russian Journal of General Chemistry;United States;Northern America
Russian Linguistics;Netherlands;Western Europe
Seminars in Arthroplasty;United Kingdom;Western Europe
Sibirskii Filologicheskii Zhurnal;Russian Federation;Eastern Europe
Studies in Chinese Language and Discourse;Netherlands;Western Europe
Vestnik Tomskogo Gosudarstvennogo Universiteta - Upravlenie, Vychislitel'naya Tekhnika i Informatika;Russian Federation;Eastern Europe
Working with Older People;United Kingdom;Western Europe
Acta Neurologica Taiwanica;Taiwan;Asiatic Region
Acta Physiologica Sinica;China;Asiatic Region
Americas;United States;Northern America
Applied Computational Electromagnetics Society Journal;United States;Northern America
Applied Marketing Analytics;United Kingdom;Western Europe
Arab World Geographer;United States;Northern America
Cahiers de Biologie Marine;France;Western Europe
Childhood and Philosophy;Brazil;Latin America
Ciencia e Investigacion Agraria;Chile;Latin America
Computational Mathematics and Modeling;United States;Northern America
Dance Research Journal;United Kingdom;Western Europe
Dynamics of Continuous, Discrete and Impulsive Systems Series B: Applications and Algorithms;Canada;Northern America
Educacion Quimica;Mexico;Latin America
Entreprises et Histoire;France;Western Europe
European Review;United Kingdom;Western Europe
Film Quarterly;United States;Northern America
IEIE Transactions on Smart Processing and Computing;South Korea;Asiatic Region
Ingenieria e Investigacion;Colombia;Latin America
International Conference on Perspective Technologies and Methods in MEMS Design;United States;Northern America
International Journal of Business and Globalisation;Switzerland;Western Europe
International Journal of Services and Standards;United Kingdom;Western Europe
Ius Canonicum;Spain;Western Europe
Jisuan Lixue Xuebao/Chinese Journal of Computational Mechanics;China;Asiatic Region
Journal of Computational Applied Mechanics;Iran;Middle East
Journal of Curriculum and Pedagogy;United Kingdom;Western Europe
Journal of Grey System;United Kingdom;Western Europe
Journal of Human Rights Practice;United Kingdom;Western Europe
Journal of Legal Analysis;United States;Northern America
Journal of Mathematics and the Arts;United Kingdom;Western Europe
Journal of Nursing Measurement;United States;Northern America
Journal of Psychedelic Studies;Hungary;Eastern Europe
Journal of Scientific and Industrial Research;India;Asiatic Region
Journal of Visual Culture;United Kingdom;Western Europe
Jurisprudence;United Kingdom;Western Europe
Laboratorium: Russian Review of Social Research;Russian Federation;Eastern Europe
Landtechnik;Germany;Western Europe
Lecture Notes in Mechanical Engineering;Germany;Western Europe
Logos (Lithuania);Lithuania;Eastern Europe
Manuelle Medizin;Germany;Western Europe
Medecine Palliative;France;Western Europe
Molekulyarnaya Biologiya;Russian Federation;Eastern Europe
NanoWorld Journal;United States;Northern America
Nova Biotechnologica et Chimica;Germany;Western Europe
Nova Religio;United States;Northern America
Open Stem Cell Journal;Netherlands;Western Europe
Queensland Archaeological Research;Australia;Pacific Region
Ranshao Kexue Yu Jishu/Journal of Combustion Science and Technology;China;Asiatic Region
Religionsvidenskabeligt Tidsskrift;Denmark;Western Europe
Revista Brasileira de Saude Materno Infantil;Brazil;Latin America
Revista Chilena de Infectologia;Chile;Latin America
Revista de Historia (Chile);Chile;Latin America
Revista Direito GV;Brazil;Latin America
Revista Espanola de Educacion Comparada;Spain;Western Europe
Spixiana;Germany;Western Europe
Studies in Business and Economics;Poland;Eastern Europe
Thai Journal of Mathematics;Thailand;Asiatic Region
WSEAS Transactions on Power Systems;Greece;Western Europe
Zapiski Rossiiskogo Mineralogicheskogo Obshchestva;Russian Federation;Eastern Europe
Advances in Business Marketing and Purchasing;United Kingdom;Western Europe
AIP Conference Proceedings;United States;Northern America
American economist, The;United States;Northern America
Analisis Politico;Colombia;Latin America
Ankara Universitesi Veteriner Fakultesi Dergisi;Turkey;Middle East
Asian Cardiovascular and Thoracic Annals;United States;Northern America
Boletin Latinoamericano y del Caribe de Plantas Medicinales y Aromaticas;Chile;Latin America
Britannia (Society for the Promotion of Roman Studies);United Kingdom;Western Europe
Comparative Strategy;United Kingdom;Western Europe
Critical Studies in Men's Fashion;United Kingdom;Western Europe
Eastern Journal of European Studies;Romania;Eastern Europe
Environmental Claims Journal;United Kingdom;Western Europe
Fizika Nizkikh Temperatur;Ukraine;Eastern Europe
Geopolitics Quarterly;Iran;Middle East
Health Risk Analysis;Russian Federation;Eastern Europe
Heterocycles;Japan;Asiatic Region
International Advances in Economic Research;United States;Northern America
International Journal of Cancer Management;Netherlands;Western Europe
International Journal of Intangible Heritage;South Korea;Asiatic Region
