Title;Categories
Acta Facultatis Philosophicae Universitatis Ostravienis Studia Germanistica;"Literature and Literary Theory (Q3); Cultural Studies (Q4); Education (Q4); Linguistics and Language (Q4)"
Acta Marisiensis - Seria Medica;"Dentistry (miscellaneous) (Q4); Pharmacology, Toxicology and Pharmaceutics (miscellaneous) (Q4)"
Acta Microbiologica Hellenica;Microbiology (medical) (Q4)
Advanced Series on Ocean Engineering;"Ocean Engineering (Q4); Oceanography (Q4)"
African Arts;"Literature and Literary Theory (Q3); Visual Arts and Performing Arts (Q4)"
African Historical Review;"Cultural Studies (Q4); History (Q4)"
AIMS Journal;Maternity and Midwifery (Q4)
Akkadica;"Archeology (Q4); Archeology (arts and humanities) (Q4); History (Q4)"
Alif;"Literature and Literary Theory (Q3); Visual Arts and Performing Arts (Q3); Communication (Q4)"
Ambitos;"Arts and Humanities (miscellaneous) (Q4); Social Sciences (miscellaneous) (Q4)"
Amfiteater;Visual Arts and Performing Arts (Q4)
Analecta Hibernica;"History (Q4); Library and Information Sciences (Q4)"
Ancient Magic and Divination;"History (Q4); Religious Studies (Q4)"
Anil Aggrawal's Internet Journal of Forensic Medicine and Toxicology;"Law (Q4); Pathology and Forensic Medicine (Q4); Toxicology (Q4)"
Apparel;"Business and International Management (Q4); Business, Management and Accounting (miscellaneous) (Q4)"
Appita TIME Magazine;Media Technology (Q4)
Approaching Religion;"History (Q4); Religious Studies (Q4)"
Appropriate Technology;"Development (Q4); Engineering (miscellaneous) (Q4)"
Arab Gulf Journal of Scientific Research;"Agronomy and Crop Science (Q4); Ecology, Evolution, Behavior and Systematics (Q4); Water Science and Technology (Q4)"
Archaeologia Lituana;"Archeology (Q4); Archeology (arts and humanities) (Q4)"
Archives d'Histoire Doctrinale et Litteraire du Moyen-Age;"Literature and Literary Theory (Q3); Philosophy (Q4)"
Archives of Cardiovascular Diseases Supplements;Cardiology and Cardiovascular Medicine (Q4)
Archiv fur Diplomatik, Schriftgeschichte, Siegel- und Wappenkunde;History (Q4)
Archiv fur Kulturgeschichte;"Cultural Studies (Q4); History (Q4)"
Archiv fur Liturgiewissenschaft;Religious Studies (Q4)
Archivium Hibernicum;History (Q4)
Arhiv za Farmaciju;"Pharmaceutical Science (Q4); Pharmacology (Q4)"
Arkansas Historical Quarterly;History (Q4)
Arkiv for Nordisk Filologi;"Literature and Literary Theory (Q3); Linguistics and Language (Q4)"
Arts of Asia;Visual Arts and Performing Arts (Q3)
ATA Journal of Legal Tax Research;"Accounting (Q4); Finance (Q4); Law (Q4)"
ATIP. Association Technique de L'Industrie Papetiere;Media Technology (Q4)
Atti della Pontificia Accademia Romana di Archeologia: Serie III, Rendiconti;"Archeology (Q4); Archeology (arts and humanities) (Q4)"
Australasian historical archaeology : journal of the Australasian Society for Historical Archaeology;"Archeology (Q4); Archeology (arts and humanities) (Q4); History (Q4)"
Australasian Journal of Popular Culture;"Arts and Humanities (miscellaneous) (Q4); Cultural Studies (Q4); Urban Studies (Q4)"
Australian Journal of Pharmacy;"Pharmacology (medical) (Q4); Pharmacy (Q4)"
Austrian Studies;"Visual Arts and Performing Arts (Q3); Cultural Studies (Q4); History (Q4); Political Science and International Relations (Q4)"
Banking and Finance Review;"Economics and Econometrics (Q4); Finance (Q4)"
Best Practice Onkologie;Oncology (Q4)
BiLD Law Journal;Law (Q4)
Bohemica Litteraria;Literature and Literary Theory (Q3)
Brill's Companions to the Christian Tradition;"History (Q4); Religious Studies (Q4)"
Brill's Studies in Intellectual History;"History (Q4); Philosophy (Q4); Religious Studies (Q4)"
Building Engineer;"Building and Construction (Q4); Civil and Structural Engineering (Q4)"
Bulletin of Educational Research;Education (Q4)
Cahiers d'Etudes Levinassiennes;Philosophy (Q4)
Callaloo;"Literature and Literary Theory (Q3); Visual Arts and Performing Arts (Q3); Cultural Studies (Q4)"
Canterbury Law Review;Law (Q4)
Cartagine. Studi e Ricerche;"Classics (Q3); Archeology (arts and humanities) (Q4); History (Q4)"
Chiba Medical Journal;Medicine (miscellaneous) (Q4)
Chinese Journal of Medical Imaging Technology;"Physiology (medical) (Q4); Radiology, Nuclear Medicine and Imaging (Q4)"
Chiron;"Classics (Q3); Archeology (arts and humanities) (Q4); History (Q4)"
CIM Magazine;"Geotechnical Engineering and Engineering Geology (Q4); Metals and Alloys (Q4)"
Cinema;"Visual Arts and Performing Arts (Q3); Communication (Q4)"
Cithara;"Literature and Literary Theory (Q3); Cultural Studies (Q4); History (Q4); Religious Studies (Q4)"
Civil Engineering;"Ceramics and Composites (Q4); Civil and Structural Engineering (Q4); Geotechnical Engineering and Engineering Geology (Q4); Materials Science (miscellaneous) (Q4)"
Clio;"Literature and Literary Theory (Q3); History (Q4); Philosophy (Q4)"
Coal International;"Energy Engineering and Power Technology (Q4); Fuel Technology (Q4); Geotechnical Engineering and Engineering Geology (Q4); Mechanical Engineering (Q4)"
Cocuk Sagligi ve Hastaliklari Dergisi;Pediatrics, Perinatology and Child Health (Q4)
Communication Booknotes Quarterly;Communication (Q4)
Conatus - Journal of Philosophy;Philosophy (Q4)
Contemporary French Civilization;"Anthropology (Q4); Cultural Studies (Q4); History (Q4)"
Control Engineering;"Control and Systems Engineering (Q4); Electrical and Electronic Engineering (Q4)"
Cuadernos de Arte de la Universidad de Granada;"Visual Arts and Performing Arts (Q3); Arts and Humanities (miscellaneous) (Q4)"
Cuestiones de Fisioterapia;"Physical Therapy, Sports Therapy and Rehabilitation (Q4); Rehabilitation (Q4)"
Current Issues in Linguistic Theory;Linguistics and Language (Q4)
Decyzje;"Decision Sciences (miscellaneous) (Q4); Economics, Econometrics and Finance (miscellaneous) (Q4); Law (Q4); Public Administration (Q4)"
Deutsche Apotheker Zeitung;Pharmacology (medical) (Q4)
Dialogos;History (Q4)
Digital TV Europe;"Communication (Q4); Electrical and Electronic Engineering (Q4); Media Technology (Q4)"
Divergencia;"History (Q4); Sociology and Political Science (Q4)"
Documentatieblad voor de Nederlandse Kerkgeschiedenis na 1800;"History (Q4); Religious Studies (Q4)"
Document Numerique;Library and Information Sciences (Q4)
Dokkyo Journal of Medical Sciences;Medicine (miscellaneous) (Q4)
Dress;Visual Arts and Performing Arts (Q3)
Early American Studies;"Literature and Literary Theory (Q3); Visual Arts and Performing Arts (Q3); Cultural Studies (Q4); History (Q4); Music (Q4); Philosophy (Q4); Religious Studies (Q4)"
Early Medieval China;"Literature and Literary Theory (Q3); Anthropology (Q4); Cultural Studies (Q4); History (Q4); Philosophy (Q4); Religious Studies (Q4)"
Early Music History;Music (Q4)
Edelweiss Applied Science and Technology;Multidisciplinary (Q4)
Education in Chemistry;"Chemistry (miscellaneous) (Q4); Education (Q4)"
Egyptian Journal of Ear, Nose, Throat and Allied Sciences;"Otorhinolaryngology (Q4); Surgery (Q4)"
Ekonomiska Samfundets Tidskrift;Economics and Econometrics (Q4)
Emergency Medicine;Emergency Medicine (Q4)
Enfances et Psy;"Developmental and Educational Psychology (Q4); Education (Q4); Sociology and Political Science (Q4)"
English Literature;Literature and Literary Theory (Q3)
Environmental Engineering;Environmental Engineering (Q4)
EPRI Journal;"Electrical and Electronic Engineering (Q4); Energy Engineering and Power Technology (Q4)"
Ethics in Progress;"Developmental and Educational Psychology (Q4); Education (Q4); Philosophy (Q4); Psychology (miscellaneous) (Q4)"
European Journal of Lymphology and Related Problems;Cardiology and Cardiovascular Medicine (Q4)
FF Communications;"Anthropology (Q4); Cultural Studies (Q4); Religious Studies (Q4)"
Fichte-Studien;Philosophy (Q4)
Film and History;"Visual Arts and Performing Arts (Q3); Cultural Studies (Q4); History (Q4)"
Film Comment;Visual Arts and Performing Arts (Q3)
Film Fashion and Consumption;"Communication (Q4); Cultural Studies (Q4); History (Q4); Visual Arts and Performing Arts (Q4)"
Forum for World Literature Studies;"Literature and Literary Theory (Q3); Cultural Studies (Q4)"
Foundry Trade Journal International;"Information Systems (Q4); Information Systems and Management (Q4); Software (Q4)"
French Studies Bulletin;"Literature and Literary Theory (Q3); Cultural Studies (Q4); History (Q4); Linguistics and Language (Q4)"
Furukawa Review;"Condensed Matter Physics (Q4); Electrical and Electronic Engineering (Q4)"
General Anthropology;Anthropology (Q4)
General Medicine;Medicine (miscellaneous) (Q4)
Geografski Obzornik;"Earth-Surface Processes (Q4); Geography, Planning and Development (Q4)"
Geopolitics of Energy;"Fuel Technology (Q4); Geography, Planning and Development (Q4)"
Geotechnical News;Geotechnical Engineering and Engineering Geology (Q4)
German Life and Letters;"Literature and Literary Theory (Q3); Cultural Studies (Q4); Sociology and Political Science (Q4)"
German Yearbook of International Law;Law (Q4)
Gineco.eu;"Obstetrics and Gynecology (Q4); Oncology (Q4)"
Guti Dianzixue Yanjiu Yu Jinzhan/Research and Progress of Solid State Electronics;"Condensed Matter Physics (Q4); Electrical and Electronic Engineering (Q4); Electronic, Optical and Magnetic Materials (Q4)"
Gynaecologia et Perinatologia;"Obstetrics and Gynecology (Q4); Pediatrics, Perinatology and Child Health (Q4)"
Haide Estudis Maragallians;"Literature and Literary Theory (Q3); Linguistics and Language (Q4)"
Hawwa;"Cultural Studies (Q4); Gender Studies (Q4); Sociology and Political Science (Q4)"
Hercegovina;"Archeology (arts and humanities) (Q4); History (Q4)"
Heteroglossia;"Cultural Studies (Q4); Linguistics and Language (Q4)"
Histoire des Alpes - Storia delle Alpi - Geschichte der Alpen;History (Q4)
Histoire Sociale;"History (Q4); Sociology and Political Science (Q4)"
Historical Materialism Book Series;"History (Q4); Social Sciences (miscellaneous) (Q4); Sociology and Political Science (Q4)"
Historiographia Linguistica;"History (Q4); Linguistics and Language (Q4)"
History of Medicine;"History (Q4); History and Philosophy of Science (Q4); Medicine (miscellaneous) (Q4)"
Hortus Artium Mediaevalium;"Visual Arts and Performing Arts (Q3); History (Q4)"
Hotel Management;"Business and International Management (Q4); Tourism, Leisure and Hospitality Management (Q4)"
Hrvatski Dijalektoloski Zbornik;Linguistics and Language (Q4)
Hypnos;"Classics (Q3); Philosophy (Q4)"
Imago Mundi;"Earth and Planetary Sciences (miscellaneous) (Q4); Environmental Science (miscellaneous) (Q4)"
Incidenza dell' Antico;"Classics (Q3); History (Q4)"
Indian Journal of Forensic Medicine and Pathology;Pathology and Forensic Medicine (Q4)
Indian Journal of Radio and Space Physics;"Earth and Planetary Sciences (miscellaneous) (Q4); Physics and Astronomy (miscellaneous) (Q4)"
Indian Journal of Sericulture;"Agricultural and Biological Sciences (miscellaneous) (Q4); Business and International Management (Q4)"
Industrial Archaeology Review;"Archeology (Q4); Archeology (arts and humanities) (Q4)"
INFORM - International News on Fats, Oils and Related Materials;"Biotechnology (Q4); Chemistry (miscellaneous) (Q4); Food Science (Q4)"
International Journal of Applied Engineering and Technology (London);"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q4); Engineering (miscellaneous) (Q4); Environmental Science (miscellaneous) (Q4)"
International Journal of Civic, Political, and Community Studies;Sociology and Political Science (Q4)
International Journal of Communication and Linguistic Studies;"Communication (Q4); Linguistics and Language (Q4)"
International Journal of Diverse Identities;"Anthropology (Q4); Cultural Studies (Q4); Gender Studies (Q4); Sociology and Political Science (Q4)"
International Journal of Environmental, Cultural, Economic and Social Sustainability;"Geography, Planning and Development (Q4); Management, Monitoring, Policy and Law (Q4); Renewable Energy, Sustainability and the Environment (Q4); Sociology and Political Science (Q4)"
International Journal of Film and Media Arts;"Visual Arts and Performing Arts (Q3); Communication (Q4)"
International Journal of Instructional Cases;"Business, Management and Accounting (miscellaneous) (Q4); Management Information Systems (Q4); Marketing (Q4); Strategy and Management (Q4)"
International Journal of Persian Literature;Literature and Literary Theory (Q3)
International Journal of Sino-Western Studies;"Cultural Studies (Q4); History (Q4); Religious Studies (Q4)"
International Review of Medical Practice;Medicine (miscellaneous) (Q4)
Intersections (Australia);"Cultural Studies (Q4); Gender Studies (Q4); History (Q4)"
Irish Sword;History (Q4)
Istrazivanja Journal of Historical Researches;"Classics (Q3); Archeology (arts and humanities) (Q4); History (Q4); Museology (Q4)"
I Tatti Studies;"Literature and Literary Theory (Q3); Music (Q3); Visual Arts and Performing Arts (Q3); History (Q4)"
Japanese Journal of Clinical Pharmacology and Therapeutics;"Pharmacology (Q4); Pharmacology (medical) (Q4)"
Jerusalem Studies in Arabic and Islam;"Literature and Literary Theory (Q3); History (Q4); Linguistics and Language (Q4); Religious Studies (Q4)"
Journal des Economistes et des Etudes Humaines;"Economics, Econometrics and Finance (miscellaneous) (Q4); Social Sciences (miscellaneous) (Q4)"
Journal Europeen des Urgences et de Reanimation;"Critical Care and Intensive Care Medicine (Q4); Emergency Medicine (Q4)"
Journal fur Gynakologische Endokrinologie;"Endocrinology, Diabetes and Metabolism (Q4); Obstetrics and Gynecology (Q4); Reproductive Medicine (Q4)"
Journal International de Bioethique;"Health Policy (Q4); Health (social science) (Q4); Medicine (miscellaneous) (Q4); Philosophy (Q4)"
Journal of Ancient Civilizations;"Archeology (Q4); Archeology (arts and humanities) (Q4); History (Q4)"
Journal of Australian Taxation;"Accounting (Q4); Finance (Q4)"
Journal of Austrian studies;"Literature and Literary Theory (Q3); Cultural Studies (Q4)"
Journal of Chinese Physician;Medicine (miscellaneous) (Q4)
Journal of Commonwealth and Postcolonial Studies;"Literature and Literary Theory (Q3); Visual Arts and Performing Arts (Q3); History (Q4); Political Science and International Relations (Q4); Sociology and Political Science (Q4)"
Journal of Comparative Asian Development;"Economics and Econometrics (Q4); Political Science and International Relations (Q4); Sociology and Political Science (Q4)"
Journal of Condensed Matter Nuclear Science;"Atomic and Molecular Physics, and Optics (Q4); Condensed Matter Physics (Q4); Nuclear and High Energy Physics (Q4); Nuclear Energy and Engineering (Q4)"
Journal of Corrosion Science and Engineering;"Materials Chemistry (Q4); Metals and Alloys (Q4); Surfaces, Coatings and Films (Q4)"
Journal of Early Modern Studies;"Literature and Literary Theory (Q3); Visual Arts and Performing Arts (Q3); Cultural Studies (Q4); History (Q4); Linguistics and Language (Q4); Religious Studies (Q4); Sociology and Political Science (Q4)"
Journal of Experimental and Clinical Medicine (Turkey);"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q4); Medicine (miscellaneous) (Q4)"
Journal of Gang Research;"Arts and Humanities (miscellaneous) (Q4); Gender Studies (Q4); Law (Q4); Social Sciences (miscellaneous) (Q4)"
Journal of Interdisciplinary Voice Studies;"Literature and Literary Theory (Q3); Visual Arts and Performing Arts (Q3); Linguistics and Language (Q4)"
