Title;Category;rank
Journal of dental hygiene : JDH / American Dental Hygienists' Association;Medicine, miscellaneous;Q4
Journal of Drug Policy Analysis;Health Policy;Q4
Journal of Drug Policy Analysis;Health, social science;Q4
Journal of Drug Policy Analysis;Public Administration;Q4
Journal of Economic Cooperation and Development;Business and International Management;Q3
Journal of Economic Cooperation and Development;Political Science and International Relations;Q3
Journal of Economic Cooperation and Development;Economics and Econometrics;Q4
Journal of Sport and Health Research;Education;Q3
Journal of Sport and Health Research;Physical Therapy, Sports Therapy and Rehabilitation;Q3
Journal of Sport and Health Research;Developmental and Educational Psychology;Q4
Journal of Sport and Health Research;Orthopedics and Sports Medicine;Q4
Journal of Sport and Health Research;Public Health, Environmental and Occupational Health;Q4
Journal of Stomatology;Dentistry, miscellaneous;Q3
Kongzhi Lilun Yu Yinyong/Control Theory and Applications;Control and Systems Engineering;Q4
Kongzhi Lilun Yu Yinyong/Control Theory and Applications;Electrical and Electronic Engineering;Q4
Korean Journal of Food Science and Technology;Food Science;Q3
Korean Journal of Food Science and Technology;Applied Microbiology and Biotechnology;Q4
Korean Journal of Food Science and Technology;Biotechnology;Q4
Korean Journal of Plant Taxonomy;Ecology, Evolution, Behavior and Systematics;Q4
Korean Journal of Plant Taxonomy;Plant Science;Q4
Materials Science Forum;Materials Science, miscellaneous;Q3
Materials Science Forum;Condensed Matter Physics;Q4
Materials Science Forum;Mechanical Engineering;Q4
Materials Science Forum;Mechanics of Materials;Q4
Mechanics of Advanced Composite Structures;Metals and Alloys;Q3
Mechanics of Advanced Composite Structures;Polymers and Plastics;Q3
Mechanics of Advanced Composite Structures;Biomaterials;Q4
Mechanics of Advanced Composite Structures;Ceramics and Composites;Q4
Mechanics of Advanced Composite Structures;Mechanics of Materials;Q4
Membrane Technology;Chemistry, miscellaneous;Q3
Membrane Technology;Environmental Science, miscellaneous;Q3
Membrane Technology;Food Science;Q3
Membrane Technology;Industrial and Manufacturing Engineering;Q3
Membrane Technology;Materials Science, miscellaneous;Q3
Membrane Technology;Electrical and Electronic Engineering;Q4
Membrane Technology;Energy Engineering and Power Technology;Q4
Middle Atlantic Review of Latin American Studies;Arts and Humanities, miscellaneous;Q2
Middle Atlantic Review of Latin American Studies;Social Sciences, miscellaneous;Q3
NeuroRegulation;Applied Psychology;Q4
NeuroRegulation;Behavioral Neuroscience;Q4
NeuroRegulation;Biological Psychiatry;Q4
NeuroRegulation;Experimental and Cognitive Psychology;Q4
NeuroRegulation;Neurology, clinical;Q4
NeuroRegulation;Neuropsychology and Physiological Psychology;Q4
NeuroRegulation;Physiology, medical;Q4
NeuroRegulation;Psychiatry and Mental Health;Q4
Open Transportation Journal;Modeling and Simulation;Q4
Open Transportation Journal;Transportation;Q4
Plant Science Today;Biochemistry, Genetics and Molecular Biology, miscellaneous;Q3
Plant Science Today;Ecology;Q4
Plant Science Today;Ecology, Evolution, Behavior and Systematics;Q4
Plant Science Today;Plant Science;Q4
Quality - Access to Success;Business and International Management;Q3
Quality - Access to Success;Management Information Systems;Q4
Quality - Access to Success;Strategy and Management;Q4
Rehabilitace a Fyzikalni Lekarstvi;Physical Therapy, Sports Therapy and Rehabilitation;Q3
Rehabilitace a Fyzikalni Lekarstvi;Rehabilitation;Q3
Respectus Philologicus;Literature and Literary Theory;Q1
Respectus Philologicus;Linguistics and Language;Q2
Respectus Philologicus;Communication;Q3
Revista de la Educacion Superior;Education;Q3
Revista Pedagogia Universitaria y Didactica del Derecho;Education;Q3
Revista Pedagogia Universitaria y Didactica del Derecho;Law;Q3
Rusin;History;Q1
Rusin;Literature and Literary Theory;Q1
Rusin;Anthropology;Q2
Rusin;Linguistics and Language;Q2
Rusin;Sociology and Political Science;Q3
Science and Innovation;Engineering, miscellaneous;Q3
Science and Innovation;Information Systems and Management;Q3
Science and Innovation;Law;Q3
Science and Innovation;Computer Science Applications;Q4
Science and Innovation;Management of Technology and Innovation;Q4
Social Dynamics;Social Sciences, miscellaneous;Q3
South African Journal of Industrial Engineering;Industrial and Manufacturing Engineering;Q3
Tarim Bilimleri Dergisi;Agronomy and Crop Science;Q3
Tarim Bilimleri Dergisi;Animal Science and Zoology;Q4
Tarim Bilimleri Dergisi;Plant Science;Q4
Teaching Statistics;Education;Q3
Teaching Statistics;Statistics and Probability;Q4
Thai Forest Bulletin (Botany);Forestry;Q3
Thai Forest Bulletin (Botany);Ecology, Evolution, Behavior and Systematics;Q4
Thai Forest Bulletin (Botany);Plant Science;Q4
Transactional Analysis Journal;Clinical Psychology;Q3
Transactional Analysis Journal;Education;Q3
Transactional Analysis Journal;Decision Sciences, miscellaneous;Q4
Transactional Analysis Journal;Developmental and Educational Psychology;Q4
Transactional Analysis Journal;Psychiatry and Mental Health;Q4
Voprosy Filosofii;Philosophy;Q2
Washington Law Review;Law;Q3
Word;Linguistics and Language;Q2
Zeitschrift fur Orthopadie und Unfallchirurgie;Surgery;Q3
Zeitschrift fur Orthopadie und Unfallchirurgie;Medicine, miscellaneous;Q4
Zeitschrift fur Orthopadie und Unfallchirurgie;Orthopedics and Sports Medicine;Q4
Acta Archaeologica;Archeology;Q2
Acta Archaeologica;Archeology, arts and humanities;Q2
Acta Carsologica;Earth-Surface Processes;Q3
Acta Universitatis Sapientiae, Philologica;Linguistics and Language;Q2
Addictive Disorders and their Treatment;Medicine, miscellaneous;Q4
Addictive Disorders and their Treatment;Psychiatry and Mental Health;Q4
Advances in Military Technology;Aerospace Engineering;Q4
Advances in Military Technology;Automotive Engineering;Q4
Advances in Military Technology;Civil and Structural Engineering;Q4
Advances in Military Technology;Control and Systems Engineering;Q4
Advances in Military Technology;Mechanical Engineering;Q4
African Journal of Hospitality, Tourism and Leisure;Geography, Planning and Development;Q3
African Journal of Hospitality, Tourism and Leisure;Tourism, Leisure and Hospitality Management;Q4
Annali di Botanica;Plant Science;Q4
Archives of Foundry Engineering;Industrial and Manufacturing Engineering;Q3
Archives of Foundry Engineering;Metals and Alloys;Q3
Cadernos Pagu;Gender Studies;Q3
Chemical Industry and Chemical Engineering Quarterly;Chemical Engineering, miscellaneous;Q3
Community Eye Health Journal;Ophthalmology;Q4
Economia Agro-Alimentare;Agricultural and Biological Sciences, miscellaneous;Q3
Economia Agro-Alimentare;Agronomy and Crop Science;Q3
Economia Agro-Alimentare;Business, Management and Accounting, miscellaneous;Q3
Economia Agro-Alimentare;Food Science;Q3
Economia Agro-Alimentare;Geography, Planning and Development;Q3
Economia Agro-Alimentare;Social Sciences, miscellaneous;Q3
Economia Agro-Alimentare;Economics and Econometrics;Q4
Economia Agro-Alimentare;Food Animals;Q4
Economia Agro-Alimentare;Management, Monitoring, Policy and Law;Q4
Economic Research Guardian;Economics, Econometrics and Finance, miscellaneous;Q3
Economic Research Guardian;Geography, Planning and Development;Q3
Economic Research Guardian;Sociology and Political Science;Q3
Economic Research Guardian;Economics and Econometrics;Q4
Electronic Green Journal;Geography, Planning and Development;Q3
Global Jurist;Law;Q3
Global Jurist;Political Science and International Relations;Q3
Guang Pu Xue Yu Guang Pu Fen Xi/Spectroscopy and Spectral Analysis;Instrumentation;Q4
Guang Pu Xue Yu Guang Pu Fen Xi/Spectroscopy and Spectral Analysis;Spectroscopy;Q4
Halduskultuur;Public Administration;Q4
Harbin Gongye Daxue Xuebao/Journal of Harbin Institute of Technology;Engineering, miscellaneous;Q3
Hepatitis Monthly;Hepatology;Q4
Hepatitis Monthly;Infectious Diseases;Q4
Hong Kong Journal of Occupational Therapy;Occupational Therapy;Q3
IEEE Electromagnetic Compatibility Magazine;Computer Networks and Communications;Q4
IEEE Electromagnetic Compatibility Magazine;Electrical and Electronic Engineering;Q4
IEEE Electromagnetic Compatibility Magazine;Instrumentation;Q4
IEEE Electromagnetic Compatibility Magazine;Signal Processing;Q4
IEEE Electromagnetic Compatibility Magazine;Software;Q4
Indian Journal of Corporate Governance;Business and International Management;Q3
Indian Journal of Corporate Governance;Business, Management and Accounting, miscellaneous;Q3
Indian Journal of Corporate Governance;Strategy and Management;Q4
Informacijos Mokslai;Communication;Q3
Informacijos Mokslai;Media Technology;Q3
Informacijos Mokslai;Political Science and International Relations;Q3
Informacijos Mokslai;Sociology and Political Science;Q3
Informacijos Mokslai;Management of Technology and Innovation;Q4
International Journal for Court Administration;Law;Q3
International Journal of Japanese Sociology;Sociology and Political Science;Q3
International Journal of Lexicography;Linguistics and Language;Q2
International Journal of Reasoning-based Intelligent Systems;Engineering, miscellaneous;Q3
International Journal of Reasoning-based Intelligent Systems;Computer Science, miscellaneous;Q4
Investigaciones Geograficas;Earth and Planetary Sciences, miscellaneous;Q3
Investigaciones Geograficas;Geography, Planning and Development;Q3
Jornal Brasileiro de Psiquiatria;Psychiatry and Mental Health;Q4
Journal of Cyber Security;Safety Research;Q3
Journal of Cyber Security;Computer Networks and Communications;Q4
Journal of Cyber Security;Computer Science Applications;Q4
Journal of Cyber Security;Hardware and Architecture;Q4
Journal of Cyber Security;Information Systems;Q4
Journal of Cyber Security;Software;Q4
Journal of Physics: Conference Series;Physics and Astronomy, miscellaneous
Journal of Theoretical and Applied Mechanics (Bulgaria);Computational Mechanics;Q3
Journal of Theoretical and Applied Mechanics (Bulgaria);Mechanical Engineering;Q4
Journal of Theoretical and Applied Mechanics (Bulgaria);Modeling and Simulation;Q4
Malacologia;Animal Science and Zoology;Q4
Malacologia;Ecology, Evolution, Behavior and Systematics;Q4
Natures Sciences Societes;Agricultural and Biological Sciences, miscellaneous;Q3
Natures Sciences Societes;Biochemistry, Genetics and Molecular Biology, miscellaneous;Q3
Natures Sciences Societes;Earth and Planetary Sciences, miscellaneous;Q3
Natures Sciences Societes;Environmental Science, miscellaneous;Q3
Natures Sciences Societes;Multidisciplinary;Q3
Natures Sciences Societes;Social Sciences, miscellaneous;Q3
Nonlinear Studies;Applied Mathematics;Q4
Nonlinear Studies;Modeling and Simulation;Q4
Observatorio;Communication;Q3
Observatorio;Computer Networks and Communications;Q4
Oceanic Linguistics;Linguistics and Language;Q2
Pediatric Reports;Pediatrics;Q3
Pertanika Journal of Science and Technology;Agricultural and Biological Sciences, miscellaneous;Q3
Pertanika Journal of Science and Technology;Chemical Engineering, miscellaneous;Q3
Pertanika Journal of Science and Technology;Environmental Science, miscellaneous;Q3
Pertanika Journal of Science and Technology;Computer Science, miscellaneous;Q4
Revista Espanola de Linguistica Aplicada;Linguistics and Language;Q2
Revista Espanola de Linguistica Aplicada;E-learning;Q4
Tydskrift vir Geesteswetenskappe;Arts and Humanities, miscellaneous;Q3
Tydskrift vir Geesteswetenskappe;Social Sciences, miscellaneous;Q3
UCJC Business and Society Review;Business, Management and Accounting, miscellaneous;Q3
UCJC Business and Society Review;Economics and Econometrics;Q4
UCJC Business and Society Review;Finance;Q4
UPB Scientific Bulletin, Series D: Mechanical Engineering;Mechanical Engineering;Q4
Vibrations in Physical Systems;Mechanics of Materials;Q4
Webbia;Ecology;Q4
Webbia;Ecology, Evolution, Behavior and Systematics;Q4
Webbia;Plant Science;Q4
Acta Scientiae;Education;Q3
Acta Scientiae;Multidisciplinary;Q3
Agricultural Engineering International: CIGR Journal;Agronomy and Crop Science;Q3
Agricultural Engineering International: CIGR Journal;Energy, miscellaneous;Q3
Agricultural Engineering International: CIGR Journal;Industrial and Manufacturing Engineering;Q3
Agricultural Engineering International: CIGR Journal;Automotive Engineering;Q4
Archivos de la Sociedad Espanola de Oftalmologia;Ophthalmology;Q4
Asian Pacific Journal of Reproduction;Obstetrics and Gynecology;Q3
Asian Pacific Journal of Reproduction;Reproductive Medicine;Q3
Asian Pacific Journal of Reproduction;Veterinary, miscellaneous;Q3
Asian Pacific Journal of Reproduction;Animal Science and Zoology;Q4
Asian Pacific Journal of Reproduction;Plant Science;Q4
Asian Perspective;Political Science and International Relations;Q3
Asian Perspective;Sociology and Political Science;Q3
Asian Perspective;Life-span and Life-course Studies;Q4
Balkan Journal of Medical Genetics;Genetics;Q4
Balkan Journal of Medical Genetics;Genetics, clinical;Q4
Baltic Journal of Modern Computing;Computer Science, miscellaneous;Q4
Biota Colombiana;Nature and Landscape Conservation;Q3
Biota Colombiana;Animal Science and Zoology;Q4
Biota Colombiana;Ecology;Q4
Biota Colombiana;Ecology, Evolution, Behavior and Systematics;Q4
Biota Colombiana;Plant Science;Q4
Bosque;Forestry;Q3
Canadian Foreign Policy Journal;Political Science and International Relations;Q3
Communications in Computer and Information Science;Computer Science, miscellaneous;Q4
Communications in Computer and Information Science;Mathematics, miscellaneous;Q4
Cultura, Lenguaje y Representacion;Literature and Literary Theory;Q1
Cultura, Lenguaje y Representacion;Cultural Studies;Q2
